Title,Location,Price,Size,Listing_Type,Link
"3 Bedroom Villa For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","169,000",210 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130000985.html
"3 Bedrooms Apartment For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","120,987",193 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130000952.html
"2 Bedroom Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","110,500",170 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130004669.html
"1 Bedroom Apartment For Sale in Al Khuwair, Muscat","Al Khuwair, Muscat","48,000",86 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129908093.html
6 Bedroom Villa For Sale Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat","750,000","1,800 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130079419.html
"Residential Land For Sale in Dima and Al Taaiyin, Al Sharqiya","Dima and Al Taaiyin, Al Sharqiya","33,000","2,000 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130073699.html
"3 Bedrooms Villa For Sale in Suwaiq, Al Batinah","Suwaiq, Al Batinah","22,000",119 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129918718.html
"3 Bedroom Villa For Sale in Al Seeb, Muscat","Al Maabilah, Muscat","121,200",205 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129810193.html
Residential Land For Sale in Al Buraimi,"Al Buraimi, Al Buraimi","5,500",664 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130082450.html
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","92,100",126 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129851283.html
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","94,860",126 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129851215.html
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","77,802",119 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129851297.html
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","75,246",104 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129851201.html
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","450,000",630 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129849305.html
"4 Bedroom Villa For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","247,000",456 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130014100.html
"5 Bedrooms Villa For Sale Qantab, Muscat","Qantab, Muscat","950,000",646 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129844548.html
2 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","185,000",167 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129999703.html
"5 Bedrooms Villa For Sale Barr Al Jissah, Muscat","Barr Al Jissah, Muscat","560,000",999 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129842838.html
"Studio Apartment For Sale Yiti, Muscat","Yiti, Muscat","64,000",52 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129969292.html
"2 Bedrooms Apartment For Sale in Bosher, Muscat","Bosher, Muscat","38,000",72 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129879617.html
"3 Bedrooms Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","126,750",195 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129982878.html
"3 Bedrooms Villa For Sale Al Amarat, Muscat","Al Amarat, Muscat","120,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129829947.html
"4 Bedroom Villa For Sale Barr Al Jissah, Muscat","Barr Al Jissah, Muscat","465,000",768 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129827107.html
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","100,000",160 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129868103.html
"6 Bedroom Villa For Sale in Al Mawaleh, Muscat","Al Mawaleh, Muscat","146,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129805280.html
"Residential Land For Sale in Barka, Al Batinah","Barka, Al Batinah","120,000","4,600 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129927880.html
1 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","79,500",70 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129999135.html
"Residential Land For Sale in Qantab, Muscat","Qantab, Muscat","75,000",400 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130077113.html
"9 Bedroom Villa For Sale in Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat","165,000",601 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129846174.html
1 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","85,000",96 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129834490.html
"Residential Land For Sale in Liwa, Al Batinah","Liwa, Al Batinah","11,500",500 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130068684.html
"8 Bedroom Villa For Sale Al Khuwair, Muscat","Al Khuwair, Muscat","125,000",450 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129804006.html
"5 Bedroom Villa For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","445,000","1,645 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129840223.html
"3 Bedroom Villa For Sale in Al Khoud, Muscat","Al Khoud, Muscat","59,000",404 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130043334.html
"2 Bedroom Apartment For Sale in Salalah, Dhofar","Salalah, Dhofar","80,000",125 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129827683.html
"3 Bedrooms Chalet For Sale in Barka, Al Batinah","Barka, Al Batinah","210,000","4,700 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129823743.html
"Residential Land For Sale in Sohar, Al Batinah","Sohar, Al Batinah","15,000","1,000 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130062706.html
"Residential Land For Sale in Al Khaboura, Al Batinah","Al Khaboura, Al Batinah","25,000","1,200 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130037211.html
"Residential Land For Sale in Sohar, Al Batinah","Sohar, Al Batinah","250,000","1,400 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129983348.html
"3 Bedrooms Apartment For Sale in Al Amarat, Muscat","Al Amarat, Muscat","25,000",120 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129786636.html
"Residential Land For Sale in Suwaiq, Al Batinah","Suwaiq, Al Batinah","3,200",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129866276.html
"4 Bedroom Villa For Sale in Al Amarat, Muscat","Al Amarat, Muscat","65,000",305 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130005398.html
1 Apartment For Sale Al Sifah Muscat,"Al Sifah, Muscat","44,000",39 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129938003.html
"5 Bedroom Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","480,000",680 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129849225.html
"5 Bedroom Villa For Sale Al Amarat, Muscat","Al Amarat, Muscat","55,000",287 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129880843.html
"Residential Land For Sale in Nizwa, Al Dakhiliya","Nizwa, Al Dakhiliya","46,000",615 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130026569.html
"3 Bedrooms Apartment For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","120,250",185 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130000499.html
"3 Bedroom Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","133,575",195 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129993659.html
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","142,000",127 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129824246.html
"3 Bedroom Apartment For Sale Al Sifah, Muscat","Al Sifah, Muscat","147,500",162 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129796328.html
"Residential Land For Sale in Sohar, Al Batinah","Sohar, Al Batinah","39,000","1,200 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130040135.html
"8 Bedrooms Villa For Sale in Al Seeb, Muscat","Al Seeb, Muscat","39,000",411 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129942923.html
"1 Bedroom Apartment For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","50,730",75 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129963028.html
3 Bedrooms Apartment For Sale Al Maabilah Muscat,"Al Maabilah, Muscat","97,030",155 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129968305.html
"5 Bedrooms Villa For Sale in Al Amarat, Muscat","Al Amarat, Muscat","73,000",350 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129849751.html
"2 Bedroom Apartment For Sale in Bosher, Muscat","Bosher, Muscat","48,902",95 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129943778.html
"Residential Land For Sale Qurum, Muscat","Qurum, Muscat","1,000,000","2,500 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130058818.html
"2 Bedrooms Apartment For Sale Al Maabilah, Muscat","Sultan Haitham City, Muscat","158,000",211 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129972811.html
"2 Bedroom Apartment For Sale in Al Maabilah, Muscat","Sultan Haitham City, Muscat","70,000",110 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129972695.html
"3 Bedrooms Villa For Sale Al Maabilah, Muscat","Sultan Haitham City, Muscat","176,000",220 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129972736.html
"3 Bedrooms Villa For Sale in Al Sifah, Muscat","Al Sifah, Muscat","265,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129803410.html
"1 Bedroom Apartment For Sale in Al Ghubrah, Muscat","Al Ghubrah, Muscat","70,000",71 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129845694.html
"Residential Land For Sale - Ibra, Al Sharqiya","Ibra, Al Sharqiya","12,000","3,058 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129984102.html
2 Bedroom Apartment For Sale in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","240,000",126 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129779573.html
"3 Bedroom Apartment For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","128,700",195 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129977569.html
"Studio Apartment For Sale Barka, Al Batinah","Barka, Al Batinah","18,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130026895.html
"3 Bedrooms Villa For Sale Al Sifah, Muscat","Al Sifah, Muscat","265,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129766638.html
"2 Bedroom Apartment For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","71,582",110 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129965905.html
"4 Bedrooms Villa For Sale Al Khuwair, Muscat","Al Khuwair, Muscat","100,000",196 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129767458.html
"4 Bedrooms Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","320,000",325 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129767199.html
"5 Bedroom Villa For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","100,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129741737.html
3 Bedrooms Villa For Sale Al Seeb Muscat,"Al Seeb, Muscat","90,000",245 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129789640.html
"1 Bedroom Villa For Sale in Mutrah, Muscat","Mutrah, Muscat","1,002",100 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130041712.html
"2 Bedrooms Apartment For Sale Al Ghubrah, Muscat","Al Ghubrah, Muscat","100,000",106 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129849078.html
"4 Bedrooms Villa For Sale in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","265,000",387 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129840316.html
"5 Bedroom Villa For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","253,000",365 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129767176.html
"Studio Apartment For Sale in Al Amarat, Muscat","Al Amarat, Muscat","55,000",674 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129970439.html
"Residential Land For Sale in Qurayyat, Muscat","Qurayyat, Muscat","15,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130001369.html
"3 Bedrooms Apartment For Sale Yiti, Muscat","Yiti, Muscat","716,030",215 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129913336.html
"3 Bedrooms Apartment For Sale Qurum, Muscat","Qurum, Muscat","120,923",172 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129899949.html
"Studio Apartment For Sale in Al Mudaibi, Al Sharqiya","Al Mudaibi, Al Sharqiya","3,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129966307.html
"1 Bedroom Apartment For Sale in Al Sifah, Muscat","Al Sifah, Muscat","44,000",38 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129923974.html
"2 Bedroom Apartment For Sale in Salalah, Dhofar","Salalah, Dhofar","58,500",110 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129838221.html
"2 Bedrooms Apartment For Sale The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","225,000",145 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129772542.html
"1 Bedroom Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","22,500",100 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129771169.html
"Sale Residential Land For Sale Al Seeb, Muscat","Al Seeb, Muscat","100,000","1,313 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130032534.html
"5 Bedrooms Villa For Sale Al Amarat, Muscat","Al Amarat, Muscat","63,000",311 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129776652.html
"Residential Land For Sale in Nizwa, Al Dakhiliya","Nizwa, Al Dakhiliya","22,400",796 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130033780.html
"Residential Land For Sale Al Mawaleh, Muscat","Al Mawaleh, Muscat","105,000",680 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129922267.html
Studio Apartment For Sale Suwaiq - Al Batinah,"Suwaiq, Al Batinah","20,000",644 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129886631.html
"3 Bedrooms Apartment For Sale in Al Maabilah, Muscat","Sultan Haitham City, Muscat","110,000",169 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129972768.html
"1 Bedroom Apartment For Sale in Qurum, Muscat","Qurum, Muscat","49,000",68 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129765011.html
"4 Bedrooms Villa For Sale in Al Bustan, Muscat","Al Bustan, Muscat","74,000",230 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129732538.html
"0 Bedroom Residential Land For Sale in Al Rustaq, Al Batinah","Al Rustaq, Al Batinah","5,800",690 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130004455.html
"2 Bedroom Apartment For Sale in Qurum, Muscat","Qurum, Muscat","405,000",131 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129732155.html
"1 Bedroom Apartment For Sale Al Khoud, Muscat","Al Khoud, Muscat","47,300",56 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129838251.html
1 Bedroom Apartment For Sale Al Seeb Muscat,"Al Seeb, Muscat","50,000",75 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129967772.html
"6 Bedrooms Villa For Sale Al Amarat, Muscat","Al Amarat, Muscat","205,000",520 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129754360.html
"2 Bedroom Apartment For Sale in Salalah, Dhofar","Salalah, Dhofar","22,500",75 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129754287.html
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","203,000",177 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129757942.html
"Residential Land For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","49,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129995827.html
1 Bedroom Apartment For Sale Al Sifah Muscat,"Al Sifah, Muscat","57,500",54 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129938008.html
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","115,000",109 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129757813.html
"2 Bedrooms Apartment For Sale Yiti, Muscat","Yiti, Muscat","127,931",118 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129757578.html
5 Bedrooms Villa For Sale Muscat - The Wave (Almouj),"The Wave (Almouj), Muscat","380,000",383 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129787052.html
"2 Bedrooms Apartment For Sale Bosher, Muscat","Bosher, Muscat","37,000",122 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129743604.html
"Residential Land For Sale in Al Jazur, Al Wusta","Al Jazur, Al Wusta","6,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130023333.html
"Residential Land For Sale in Al Mawaleh, Muscat","Al Mawaleh, Muscat","103,000",680 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129906618.html
"1 Bedroom Apartment For Sale Al Khoud, Muscat","Al Khoud, Muscat","40,000",38 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129804955.html
"1 Bedroom Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","37,200",50 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129961254.html
"Land For Sale Al Amarat, Muscat","Al Amarat, Muscat","33,000",345 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129926416.html
"7 Bedrooms Villa For Sale in Bosher, Muscat","Bosher, Muscat","345,000",550 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129732979.html
"1 Bedroom Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","149,000",188 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129942776.html
5 Bedrooms Villa For Sale in Barka Al Batinah,"Barka, Al Batinah","72,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129716905.html
"3 Bedroom Villa For Sale in Yiti, Muscat","Yiti, Muscat","269,290",209 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129913344.html
"4 Bedroom Apartment For Sale in Qurum, Muscat","Qurum, Muscat","149,044",212 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129913318.html
"4 Bedrooms Apartment For Sale Muscat Hills, Muscat","Muscat Hills, Muscat","240,000",407 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129712085.html
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","120,000",112 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129695387.html
"6 Bedroom Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","1,600,000",907 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129863010.html
"Residential Land For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","21,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129987490.html
5 Bedrooms Villa For Sale Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","499,000",427 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129719343.html
"5 Bedrooms Villa For Sale in Barka, Al Batinah","Barka, Al Batinah","68,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129685047.html
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","Sultan Haitham City, Muscat","233,300",400 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129988605.html
"1 Bedroom Apartment For Sale in Bosher, Muscat","Bosher, Muscat","41,900",78 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129747283.html
"Residential Land For Sale in Sumail, Al Dakhiliya","Sumail, Al Dakhiliya","28,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129954001.html
"Residential Land For Sale in Al Seeb, Muscat","Al Seeb, Muscat","350,000",900 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130010924.html
"6 Bedrooms Villa For Sale Ansab, Muscat","Ansab, Muscat","250,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130010513.html
"7 Bedrooms Villa For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","260,000",656 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129719072.html
"1 Bedroom Apartment For Sale in Bosher, Muscat","Bosher, Muscat","29,000",67 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129979773.html
"2 Bedroom Apartment For Sale Yiti, Muscat","Yiti, Muscat","141,780",89 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129883760.html
"4 Bedroom Villa For Sale in Nizwa, Al Dakhiliya","Nizwa, Al Dakhiliya","78,000",500 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129839674.html
"1 Bedroom Apartment For Sale in Yiti, Muscat","Yiti, Muscat","85,034",79 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129757568.html
"2 Bedrooms Apartment For Sale in Bosher, Muscat","Bosher, Muscat","58,500",111 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129722245.html
"1 Bedroom Apartment For Sale in Bosher, Muscat","Bosher, Muscat","47,500",89 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129722291.html
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","63,800",100 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129722181.html
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","73,000",105 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129722179.html
"6 Bedroom Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","1,600,000",900 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129879810.html
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","144,900",187 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129999718.html
"4 Bedroom Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","567,000",314 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129899766.html
1 Bedroom Apartment For Sale Muscat - The Wave (Almouj),"The Wave (Almouj), Muscat","155,000",80 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129899753.html
"3 Bedroom Apartment For Sale Yiti, Muscat","Yiti, Muscat","257,655",169 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129772398.html
"Residential Land For Sale in Ghala, Muscat","Azaiba, Muscat",950,"20,544 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129994798.html
"Residential Land For Sale in Sumail, Al Dakhiliya","Sumail, Al Dakhiliya","5,900",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129994775.html
"1 Bedroom Apartment For Sale Muscat, The Wave (Almouj)","The Wave (Almouj), Muscat","101,000",97 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129757899.html
"5 Bedrooms Villa For Sale The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","435,000",457 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129672278.html
"3 Bedrooms Chalet For Sale in Bidiya, Al Sharqiya","Bidiya, Al Sharqiya","36,000",650 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129682306.html
"Residential Land For Sale in Mirbat, Dhofar","Mirbat, Dhofar","7,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129974306.html
"Residential Land For Sale in Sumail, Al Dakhiliya","Sumail, Al Dakhiliya","4,000",696 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129972735.html
"Residential Land For Sale in Barka, Al Batinah","Barka, Al Batinah","75,100","1,000 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129962305.html
"Residential Land For Sale in Ansab, Muscat","Ansab, Muscat","40,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129963204.html
Residential Land For Sale Al Rusayl Muscat,"Al Rusayl, Muscat","75,000","1,100 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129960480.html
"1 Bedroom Apartment For Sale in Bosher, Muscat","Bosher, Muscat","28,500",50 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129841240.html
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","190,000",156 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129772593.html
"1 Bedroom Chalet For Sale Barka, Al Batinah","Barka, Al Batinah","10,000",611 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129900649.html
"5 Bedroom Villa For Sale in Yiti, Muscat","Yiti, Muscat","650,000",382 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129996047.html
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","200,000",145 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129675958.html
"3 Bedrooms Chalet For Sale in Al Sifah, Muscat","Al Sifah, Muscat","195,000",820 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129727553.html
"2 Bedrooms Apartment For Sale in Qurum, Muscat","Qurum, Muscat","64,977",89 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129889966.html
"3 Bedrooms Apartment For Sale Al Bustan, Muscat","Al Bustan, Muscat","34,000",100 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129838156.html
"5 Bedroom Villa For Sale in Barka, Al Batinah","Barka, Al Batinah","350,000","6,750 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129667648.html
"1 Bedroom Apartment For Sale Al Duqum, Al Wusta","Al Duqum, Al Wusta","25,000",59 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129655548.html
"Residential Land For Sale in Mahut, Al Wusta","Mahut, Al Wusta","2,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129935701.html
Land For Sale Al Khoud Muscat,"Al Khoud, Muscat","91,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129902285.html
"2 Bedroom Villa For Sale in Al Sifah, Muscat","Al Sifah, Muscat","265,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129723077.html
"2 Bedrooms Apartment For Sale Al Khoud, Muscat","Al Khoud, Muscat","38,900",76 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129827138.html
"2 Bedrooms Apartment For Sale Bosher, Muscat","Bosher, Muscat","54,000",109 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129642102.html
"2 Bedroom Apartment For Sale in Al Khoud, Muscat","Al Khoud, Muscat","96,476",112 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129696631.html
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","84,000",138 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129683072.html
"1 Bedroom Apartment For Sale Muscat Hills, Muscat","Muscat Hills, Muscat","65,000",70 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129681780.html
3 Bedrooms Villa For Sale The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","300,000",259 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129653849.html
"Residential Land For Sale in Al Amarat, Muscat","Al Amarat, Muscat","3,500",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-129966079.html
"Residential Land For Sale in Bosher, Muscat","Bosher, Muscat","380,000","1,429 Sq. M.",For Sale,https://www.bayut.om/en/property/details-129951994.html
