added_on,bathrooms,bedrooms,completion,furnishing,link,listing_id,listing_type,location,price,property_type,purpose,size_sqm,title
,5,4,,,https://www.dubizzle.com.om/en/ad/5-br-maids-room-modern-villa-in-bowsher-ID130046309.html,ID130046309.html,For Sale,"Bosher, Muscat","OMR 300,000",,Sale,580 SQM,5 BR + Maid’s Room Modern Villa in Bowsher
,1,1,,,https://www.dubizzle.com.om/en/ad/2-br-fully-furnished-apartment-for-sale-in-al-hail-ID130042290.html,ID130042290.html,For Sale,"Al Hail, Muscat","OMR 49,000",,Sale,79 SQM,2 BR Fully Furnished Apartment for Sale in Al Hail
,3,2,,,https://www.dubizzle.com.om/en/ad/1-br-off-plan-smart-apartment-in-bosher-with-amenities-ID129978300.html,ID129978300.html,For Sale,"Bosher, Muscat","OMR 48,902",,Sale,100 SQM,1 BR off plan Smart Apartment in Bosher with Amenities
,4,3,,,https://www.dubizzle.com.om/en/ad/3-br-maids-room-impressive-duplex-garden-villa-in-sultan-haitham-ID129977569.html,ID129977569.html,For Sale,"Al Maabilah, Muscat","OMR 128,700",,Sale,155 SQM,3 BR + Maid’s Room Impressive Duplex Garden Villa in Sultan Haitham
,3,2,,,https://www.dubizzle.com.om/en/ad/3-1-br-freehold-apartment-in-qurum-off-plan-ID129899936.html,ID129899936.html,For Sale,"Qurum, Muscat","OMR 103,574",,Sale,"1,500 SQM",3 + 1 BR Freehold Apartment in Qurum – Off Plan
,9,9,,,https://www.dubizzle.com.om/en/ad/5-1-br-standalone-villa-in-sultan-haitham-city-ID129833693.html,ID129833693.html,For Sale,"Al Maabilah, Muscat","OMR 227,100",,Sale,603 SQM,5 + 1 BR Standalone Villa in Sultan Haitham City
,7,7,,,https://www.dubizzle.com.om/en/ad/3-br-spacious-villa-in-al-amarat-with-security-system-ID129829947.html,ID129829947.html,For Sale,"Al Amarat, Muscat","OMR 120,000",,Sale,344 SQM,3 BR Spacious Villa in Al Amarat with Security System
,4,3,,,https://www.dubizzle.com.om/en/ad/4-2-br-freehold-furnished-villa-in-muscat-bay-with-private-pool-ID129827107.html,ID129827107.html,For Sale,"Barr Al Jissah, Muscat","OMR 465,000",,Sale,769 SQM,4 + 2 BR Freehold Furnished Villa in Muscat Bay with Private Pool
,,,,,https://www.dubizzle.com.om/en/ad/98-sq-m-freehold-office-space-for-sale-in-al-khoud-ID129826871.html,ID129826871.html,For Sale,"Al Khoud, Muscat","OMR 107,250",,Sale,,98 SQ M Freehold Office Space For Sale in Al Khoud
,,,,,https://www.dubizzle.com.om/en/ad/56-sq-m-smart-offices-for-sale-ID129826285.html,ID129826285.html,For Sale,"Ghala, Muscat","OMR 36,600",,Sale,,56 SQ M Smart Offices for Sale
,,,,,https://www.dubizzle.com.om/en/ad/urgent-sale-103-sqm-road-facing-freehold-office-in-muscat-hills-ID129732481.html,ID129732481.html,For Sale,"Muscat Hills, Muscat","OMR 125,000",,Sale,,Urgent Sale: 103 SQM Road-Facing Freehold Office in Muscat Hills
,1,1,,,https://www.dubizzle.com.om/en/ad/1-br-great-freehold-apartment-at-skyline-duqm-with-beach-views-ID129655548.html,ID129655548.html,For Sale,"Al Duqum, Al Wusta","OMR 25,000",,Sale,34.75 SQM,1 BR Great Freehold Apartment at Skyline Duqm with Beach Views
,7,5,,,https://www.dubizzle.com.om/en/ad/3-br-1-maids-room-freehold-courtyard-villa-in-al-mouj-ID129653849.html,ID129653849.html,For Sale,"The Wave (Almouj), Muscat","OMR 300,000",,Sale,502 SQM,3 BR + 1 Maid’s Room Freehold Courtyard Villa in Al Mouj
,2,1,,,https://www.dubizzle.com.om/en/ad/2-br-freehold-apartment-al-mouj-with-shared-pool-gym-ID129579198.html,ID129579198.html,For Sale,"The Wave (Almouj), Muscat","OMR 156,000",,Sale,111 SQM,2 BR Freehold Apartment - Al Mouj with Shared Pool & Gym
,5,5,,,https://www.dubizzle.com.om/en/ad/5-1-br-freehold-villa-in-al-mouj-under-construction-ID129285976.html,ID129285976.html,For Sale,"The Wave (Almouj), Muscat","OMR 580,000",,Sale,545 SQM,5 + 1 BR Freehold Villa in Al Mouj Under Construction
,3,2,,,https://www.dubizzle.com.om/en/ad/1-br-large-apartment-for-sale-for-all-nationalities-muscat-hills-ID129204882.html,ID129204882.html,For Sale,"Muscat Hills, Muscat","OMR 77,015",,Sale,120 SQM,1 BR Large Apartment For Sale for All Nationalities – Muscat Hills
,7,5,,,https://www.dubizzle.com.om/en/ad/5-1-br-incredible-freehold-villa-in-muscat-bay-ID129179042.html,ID129179042.html,For Sale,"Qantab, Muscat","OMR 950,000",,Sale,750 SQM,5 + 1 BR Incredible Freehold Villa in Muscat Bay
,1,1,,,https://www.dubizzle.com.om/en/ad/freehold-studio-apartment-in-jebel-sifah-ID129071335.html,ID129071335.html,For Sale,"Al Sifah, Muscat","OMR 46,344",,Sale,82 SQM,Freehold Studio Apartment in Jebel Sifah
,,,,,https://www.dubizzle.com.om/en/ad/100-sqm-shell-core-retails-outlets-for-investments-with-residency-ID129070411.html,ID129070411.html,For Sale,"Muscat Hills, Muscat","OMR 150,000",,Sale,,100 SQM Shell & Core Retails Outlets for Investments with Residency
,3,2,,,https://www.dubizzle.com.om/en/ad/2-br-flat-with-balconies-in-qurum-for-sale-ID128466415.html,ID128466415.html,For Sale,"Qurum, Muscat","OMR 53,000",,Sale,140 SQM,2 BR Flat with Balconies in Qurum For Sale
,7,5,,,https://www.dubizzle.com.om/en/ad/7-1-br-incredible-villa-for-sale-al-khoud-6-ID128314276.html,ID128314276.html,For Sale,"Al Khoud, Muscat","OMR 525,000",,Sale,502 SQM,7 + 1 BR Incredible Villa For Sale – Al Khoud 6
,1,1,,,https://www.dubizzle.com.om/en/ad/1-br-freehold-apartment-in-duqm-ID128271556.html,ID128271556.html,For Sale,"Al Duqum, Al Wusta","OMR 32,500",,Sale,34.75 SQM,1 BR Freehold Apartment in Duqm
,2,2,,,https://www.dubizzle.com.om/en/ad/stylish-apartment-with-partial-sea-view-easy-instalment-plan-ID130291257.html,ID130291257.html,For Sale,"The Wave (Almouj), Muscat","OMR 245,000",,Sale,157.3 SQM,Stylish Apartment with Partial Sea View- Easy Instalment Plan
,,,,,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D8%A9-%D8%B0%D9%87%D8%A8%D9%8A%D8%A9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%83%D9%88%D8%B1%D9%86%D8%B1-%D8%A8%D9%85%D9%88%D9%82%D8%B9-%D8%B1%D8%A7%D9%82-%D9%81%D9%8A-%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%86%D8%B5%D8%A8-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9%D8%A9-ID130384091.html,ID130384091.html,For Sale,"Ansab, Muscat","OMR 150,000",,Sale,,فرصة ذهبية – أرض سكنية كورنر بموقع راقٍ في مرتفعات الأنصب الرابعة
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D9%85%D8%B7%D9%84%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%84%D8%B9%D8%A8-%D8%A7%D9%84%D8%AC%D9%88%D9%84%D9%81-%D8%A7%D9%84%D9%85%D9%86%D9%89-%D8%A8%D9%88%D8%B4%D8%B1-ID130384062.html,ID130384062.html,For Sale,"Bosher, Muscat","OMR 880,000",,Sale,,للبيع أرض سكنية راقية مطلّة على ملعب الجولف – المنى، بوشر
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3%D8%A9-ID130384045.html,ID130384045.html,For Sale,"Qurum, Muscat","OMR 470,000",,Sale,,أرض سكنية – مدينة الإعلام (المرحلة الخامسة)
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D8%B9%D8%B1%D8%B6%D9%8A%D8%A9-%D9%81%D9%8A-%D9%81%D9%84%D8%AC-%D8%A7%D9%84%D8%B4%D8%A7%D9%85-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-ID130384029.html,ID130384029.html,For Sale,"Ansab, Muscat","OMR 98,000",,Sale,,أرض سكنية – عرضية في فلج الشام الجديدة
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%B1%D8%A7%D8%A6%D8%B9-%D8%AC%D8%AF%D8%A7-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1-%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AF-ID130383866.html,ID130383866.html,For Sale,"Al Seeb, Muscat","OMR 85,000",,Sale,,أرض سكنية – موقع رائع جداً بالقرب من البحر في سور الحديد
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%B1%D8%A7%D8%A6%D8%B9-%D8%AC%D8%AF%D8%A7-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1-%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AF-ID130383843.html,ID130383843.html,For Sale,"Al Seeb, Muscat","OMR 98,000",,Sale,,أرض سكنية – موقع رائع جداً بالقرب من البحر في سور الحديد
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D8%B6-%D9%83%D9%88%D8%B1%D9%86%D8%B1-%D8%A8%D8%B1%D8%A7%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D9%82%D8%B1%D9%85-34-ID130159439.html,ID130159439.html,For Sale,"Qurum, Muscat","OMR 290,000",,Sale,,*ارض كورنر برابية القرم 34
,5,4,,,https://www.dubizzle.com.om/en/ad/luxury-4br-beachfront-duplex-with-garden-terraces-ID130119230.html,ID130119230.html,For Sale,"The Wave (Almouj), Muscat","OMR 846,945",,Sale,421 SQM,Luxury 4BR beachfront duplex with garden & terraces
,3,3,,,https://www.dubizzle.com.om/en/ad/stunning-1-bedroom-apartment-with-golf-course-sunrise-view-ID130115802.html,ID130115802.html,For Sale,"The Wave (Almouj), Muscat","OMR 318,173",,Sale,195 SQM,Stunning 1-Bedroom Apartment with Golf Course  & Sunrise View
,7,5,,,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B1%D9%82%D9%8A-%D9%81%D9%84%D8%A9-%D9%84%D9%84%D8%A8%DB%8C%D8%B96%D8%BA%D8%B1%D9%81-%D9%86%D9%88%D9%85villa-for-salefreehold-al-mouj-muscat-ID129444857.html,ID129444857.html,For Sale,"The Wave (Almouj), Muscat","OMR 415,000",,Sale,502 SQM,ارقي فلة للبیع/6غرف نوم/villa for sale/freehold /Al mouj muscat
,3,2,,,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D9%87-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D9%87-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D9%8A%D8%B2-%D9%88%D8%B3%D8%B9%D8%B1-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-flat-for-sale-ID130230197.html,ID130230197.html,For Sale,"Al Maabilah, Muscat","OMR 21,500",,Sale,100 SQM,شقه للبيع في المعبيله الجنوبيه - موقع مميز وسعر مناسب -flat for Sale
,3,3,,,https://www.dubizzle.com.om/en/ad/freehold-apartments-for-sale-in-sultan-haitam-city-ID130381222.html,ID130381222.html,For Sale,"Sultan Haitham City, Muscat","OMR 48,957",,Sale,167 SQM,Freehold Apartments For Sale In Sultan Haitam City
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%81%D8%B1%D8%B5%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%88%D8%B7%D9%8A%D8%A9-ID130380910.html,ID130380910.html,For Sale,"Mutrah, Muscat",OMR 500,,Sale,,للبيع – أرض سكني تجاري فرصة استثمارية نادرة في الوطية
,,,,,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D8%A9-%D8%B0%D9%87%D8%A8%D9%8A%D8%A9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B0%D9%8A%D8%A8%D8%A9-ID130380902.html,ID130380902.html,For Sale,"Azaiba, Muscat",OMR 450,,Sale,,فرصة ذهبية – أرض سكني تجاري في العذيبة
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%A3%D9%88%D9%84-%D8%AE%D8%B7-%D9%85%D9%86-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86-%D9%82%D8%A7%D8%A8%D9%88%D8%B3-%D8%A7%D9%84%D8%B9%D8%B0%D9%8A%D8%A8%D8%A9-ID130380899.html,ID130380899.html,For Sale,"Azaiba, Muscat",OMR 800,,Sale,,أرض سكني تجاري أول خط من شارع السلطان قابوس – العذيبة
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D9%86-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%D9%8A-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%D9%85%D9%88%D8%A7%D9%82%D9%81-%D8%B9%D8%A7%D9%85%D8%A9-ID130380886.html,ID130380886.html,For Sale,"Bosher, Muscat","OMR 450,000",,Sale,,للبيع أرض سكني تجاري – محمد الأمين | موقع استثماري مقابل مواقف عامة
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-%D8%BA%D9%84%D8%A7-ID130380874.html,ID130380874.html,For Sale,"Ghala, Muscat","OMR 850,000",,Sale,,للبيع أرض سكني تجاري – مرتفعات غلا
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%A8%D9%88%D8%B4%D8%B1-%D9%82%D8%B1%D8%A8-%D8%A7%D9%84%D9%83%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AB%D8%A9-ID130380856.html,ID130380856.html,For Sale,"Bosher, Muscat","OMR 220,000",,Sale,,للبيع أرض سكني تجاري – بوشر قرب الكلية الحديثة
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%A7%D9%84%D8%BA%D8%A8%D8%B1%D8%A9-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D9%8A%D8%B2-ID130380851.html,ID130380851.html,For Sale,"Al Ghubrah, Muscat","OMR 318,000",,Sale,,للبيع أرض سكني تجاري – الغبرة الشمالية | موقع مميز
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A8%D8%B1%D8%A9-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%AE%D9%84%D9%81-%D9%85%D8%AD%D8%B7%D8%A9-%D8%B4%D9%84-%D8%B9%D9%84%D9%89-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D9%81%D8%A9-ID130380245.html,ID130380245.html,For Sale,"Al Ghubrah, Muscat","OMR 500,000",,Sale,,للبيع أرض سكني تجاري في الغبرة الشمالية – خلف محطة شل على شارع المعرفة
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A8%D8%B1%D8%A9-%D8%A8%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%D9%8A%D8%AC%D9%8A-ID130380200.html,ID130380200.html,For Sale,"Al Ghubrah, Muscat","OMR 480,000",,Sale,,للبيع – أرض سكني تجاري مميزة في الغبرة بموقع استراتيجي
,,,,,https://www.dubizzle.com.om/en/ad/%D8%B3%D9%88%D8%A8%D8%B1-%D9%83%D9%88%D8%B1%D9%86%D8%B1-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%81%D9%8A-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D8%AE%D9%88%D9%8A%D8%B1-%D8%A8%D9%88%D8%B4%D8%B1-ID130380106.html,ID130380106.html,For Sale,"Bosher, Muscat","OMR 550,000",,Sale,,سوبر كورنر – أرض سكني تجاري في محمد الأمين – الخوير / بوشر
,,,,,https://www.dubizzle.com.om/en/ad/%D8%B3%D9%88%D8%A8%D8%B1-%D9%83%D9%88%D8%B1%D9%86%D8%B1-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-%D9%81%D9%8A-%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D8%AE%D9%88%D9%8A%D8%B1-%D8%A8%D9%88%D8%B4%D8%B1-ID130380078.html,ID130380078.html,For Sale,"Bosher, Muscat","OMR 3,600,000",,Sale,,سوبر كورنر – أرض سكني تجاري نادرة في محمد الأمين / الخوير – بوشر
,,,,,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D8%A9-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-%D8%A3%D8%B1%D8%B6-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D9%81%D9%8A-%D8%B4%D8%A7%D8%B7%D8%A6-%D8%A7%D9%84%D9%82%D8%B1%D9%85-ID130380045.html,ID130380045.html,For Sale,"Qurum, Muscat","OMR 2,600,000",,Sale,,فرصة نادرة – أرض تجارية مميزة في شاطئ القرم
,,,,,https://www.dubizzle.com.om/en/ad/%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D8%BA%D9%84%D8%A7-%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%89-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%D8%A8%D9%86%D9%83-%D9%85%D8%B3%D9%82%D8%B7-ID130380008.html,ID130380008.html,For Sale,"Ghala, Muscat","OMR 600,000",,Sale,,أرض سكني تجاري مميزة – غلا الأولى مقابل بنك مسقط
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D9%85%D9%82%D8%A7%D8%A8%D9%84-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D9%85%D8%B3%D9%82%D8%B7-%D8%A7%D9%84%D8%AE%D8%A7%D8%B5-ID130379961.html,ID130379961.html,For Sale,"Bosher, Muscat","OMR 220,000",,Sale,,للبيع أرض سكني تجاري مميزة – مقابل مستشفى مسقط الخاص
,,,,,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D8%A9-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-%D8%A3%D8%B1%D8%B6-%D8%B3-%D8%AA-%D9%83%D9%88%D8%B1%D9%86%D8%B1-%D8%A8%D8%AC%D8%A7%D9%86%D8%A8-%D8%A7%D9%84%D8%AF%D9%8A%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A-%D9%88%D8%B9%D9%84%D9%89-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9-%D8%A7%D9%84%D8%A3%D9%83%D8%A8%D8%B1-ID130379937.html,ID130379937.html,For Sale,"Ghala, Muscat","OMR 1,200,000",,Sale,,فرصة نادرة– أرض س ت كورنر بجانب الديوان الصحي وعلى شارع الجامع الأكبر
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-%D8%BA%D9%84%D8%A7-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-3994-%D9%852-ID130379898.html,ID130379898.html,For Sale,"Ghala, Muscat",OMR 215,,Sale,,للبيع أرض سكني تجاري – مرتفعات غلا (المرحلة الثانية)  المساحة: 3994 م²
,2,1,,,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%82%DB%8C%D8%AF-%D8%A7%D9%84%D8%A7%D9%86%D8%B4%D8%A7%D8%A1-%D8%AF%D9%88%D8%A8%D9%84%DA%A9%D8%B3-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%B3%D9%84%D8%B7%D8%A7%D9%86-%D9%87%DB%8C%D8%AB%D9%85-%D8%AA%D9%82%D8%B3%DB%8C%D8%B7-%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-3%D8%B3%D9%86%D9%88%D8%A7%D8%AA-ID130283335.html,ID130283335.html,For Sale,"Al Maabilah, Muscat","OMR 68,590",,Sale,67 SQM,شقة قید الانشاء دوبلکس | مشروع سلطان هیثم | تقسیط بدون فوائد 3سنوات |
,2,1,,,https://www.dubizzle.com.om/en/ad/sustainable-investmentapartment-2-bkhfreehold-2-bkh-ID130283306.html,ID130283306.html,For Sale,"The Wave (Almouj), Muscat","OMR 140,000",,Sale,111 SQM,Sustainable investment|Apartment 2-BKH|freehold|Квартира 2-BKH|право
,3,2,,,https://www.dubizzle.com.om/en/ad/sultan-haithams-grand-projectapartment-3-bkhmaids-roomfreehold-ID130283342.html,ID130283342.html,For Sale,"Al Maabilah, Muscat","OMR 100,130",,Sale,110 SQM,Sultan Haitham's Grand Project|apartment 3-BKH|maid's room|freehold
,2,1,,,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D9%87-2-%D8%BA%D8%B1%D9%81-%D9%86%D9%88%D9%85-%DA%A9%D9%88%D8%B1%D9%86%D8%B1-%D8%A7-%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D9%85%D8%AF%DB%8C%D9%86%D9%87-%D9%84%D8%A7%D8%BA%D9%88%D9%86-%D8%AA%D9%85%D9%84%DA%A9-%D8%AD%D8%B1-%D8%AA%D8%B3%D9%84%DB%8C%D9%85-%D9%81%D9%88%D8%B1%DB%8C-ID130283301.html,ID130283301.html,For Sale,"The Wave (Almouj), Muscat","OMR 140,000",,Sale,111 SQM,شقه 2 غرف نوم | کورنر ا اطلالة المدینه + لاغون | تملک حر | تسلیم فوری
,,,,,https://www.dubizzle.com.om/en/ad/%D8%B7%D8%A7%D8%A8%D9%82-%D8%AA%D8%AC%D8%A7%D8%B1%DB%8C-%D8%A8%D9%84%DA%A9%D8%A7%D9%85%D9%84-%D9%84%D9%84%D8%A8%DB%8C%D8%B9-%D9%85%D9%88%D8%AC-%D9%85%D8%B3%D9%82%D8%B7-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-%D8%B0%D9%87%D8%A8%DB%8C-%D8%AA%D9%82%D8%B3%DB%8C%D8%B7-ID130026801.html,ID130026801.html,For Sale,"The Wave (Almouj), Muscat","OMR 2,100,000",,Sale,,طابق  تجاری بلکامل للبیع |موج مسقط | استثمار ذهبی | تقسیط
